date,obspcp,calibpcp,gcmpcp
1962/5/1,0.1,0.78709325,1.050466904
1962/5/2,0,1.303886542,1.420092161
1962/5/3,0.9,1.014769419,1.338533394
1962/5/4,1.6,0.898660074,1.152262983
1962/5/5,4.2,1.277734456,1.176228984
1962/5/6,3.6,1.149005822,1.462457182
1962/5/7,0.4,0.838410907,1.910975919
1962/5/8,2,1.206110555,1.000053477
1962/5/9,4.1,0.823847543,1.201018672
1962/5/10,0.7,1.59350251,0.785433118
1962/5/11,0,1.587636473,0.804195246
1962/5/12,1.4,1.850111542,0.791312478
1962/5/13,0,1.266070969,1.126651592
1962/5/14,0,1.104159832,1.312532819
1962/5/15,0.9,1.380851505,1.434951371
1962/5/16,3.5,1.331822705,1.594111136
1962/5/17,0,1.091784369,1.963558407
1962/5/18,1,1.482178389,1.445418411
1962/5/19,8.5,1.472718672,1.38719257
1962/5/20,0.7,1.685685706,1.181519216
1962/5/21,0,1.420603021,1.048965459
1962/5/22,0.2,1.651214151,1.193863325
1962/5/23,0,1.309567585,1.04806817
1962/5/24,4.1,1.048729217,0.771333732
1962/5/25,0.1,2.005257811,1.337069353
1962/5/26,2.6,2.237288441,1.130031002
1962/5/27,0.8,1.966019672,1.495986455
1962/5/28,0.1,1.348697435,1.760367658
1962/5/29,0.5,1.343215686,0.905600954
1962/5/30,0.7,1.63065115,1.104557376
1962/5/31,5.6,1.412861458,0.893416073
1962/6/1,1.7,3.797788071,2.781041235
1962/6/2,7.2,5.231770066,3.726489155
1962/6/3,1.9,4.75402699,5.195691094
1962/6/4,4.4,3.771798794,4.923859245
1962/6/5,2.1,4.217905073,3.457678286
1962/6/6,7.9,3.376747701,5.897973507
1962/6/7,2,6.182085515,2.992749992
1962/6/8,0.4,4.427590829,4.860565549
1962/6/9,0.3,7.890473376,5.035931757
1962/6/10,0,4.112026295,6.197062235
1962/6/11,0,4.375056989,6.712830342
1962/6/12,0,3.461002805,4.16173429
1962/6/13,0,3.182590441,3.284283409
1962/6/14,0,3.575468588,3.764922232
1962/6/15,1.3,3.811757208,6.581892043
1962/6/16,0.2,5.178800984,3.152107679
1962/6/17,3.5,2.990982904,2.552867252
1962/6/18,1.6,5.784081828,4.264852249
1962/6/19,0,2.954479663,4.556971142
1962/6/20,0,5.296810562,8.073438319
1962/6/21,21.2,3.471084238,3.458838058
1962/6/22,2.2,5.908227415,3.588001121
1962/6/23,7.5,4.074457714,3.66714908
1962/6/24,7.1,4.095726032,3.868306407
1962/6/25,6.5,3.400734119,3.664984157
1962/6/26,8.4,3.081503337,3.275362646
1962/6/27,0,5.302041273,4.6004156
1962/6/28,4.8,3.708879788,4.258545533
1962/6/29,27,2.684775453,3.118298446
1962/6/30,6.5,4.267849138,4.921797107
1962/7/1,2.5,3.727320202,4.25413272
1962/7/2,2,5.345090134,4.951762171
1962/7/3,4.2,2.791292852,5.425509119
1962/7/4,6.1,3.765582531,5.895907329
1962/7/5,11.7,5.216480992,3.009550762
1962/7/6,6.6,4.364957548,2.405315458
1962/7/7,0,4.209935775,4.459371221
1962/7/8,0,4.149370695,6.135199784
1962/7/9,3.4,8.532981754,4.99183519
1962/7/10,13.2,4.832955365,5.387722841
1962/7/11,5.2,9.873995755,5.860588636
1962/7/12,6.2,4.484315038,5.495815935
1962/7/13,8.4,5.201715378,4.966923919
1962/7/14,3.6,4.300886103,2.589178389
1962/7/15,7.5,3.163213876,4.052753352
1962/7/16,12.9,6.448100379,3.570630575
1962/7/17,4.5,4.223934846,2.846668043
