mean,standard deviation
0.00285199588139259,0.0020619190108070104
0.00232542371617996,0.0019504704490360227
0.0024133158748585507,0.0019327503103839317
0.0028667864520076657,0.0019974713856638006
0.002884185021682789,0.0020570798221256886
0.002209685435745574,0.0018399209841959887
0.0023220193084960757,0.001890229770876244
0.0024178672307355355,0.0018731633835945619
